iter	Logloss
455	0.3988815506
456	0.3987875972
457	0.3986992328
458	0.3986139524
459	0.398525924
460	0.3984467448
461	0.3983749475
462	0.3982920076
463	0.3982021459
464	0.3981388448
465	0.398059857
466	0.3979801753
467	0.3979090122
468	0.3978309516
469	0.3977502084
470	0.397671677
471	0.3975923176
472	0.397507174
473	0.397429178
474	0.3973480794
475	0.3972704407
476	0.3971885928
477	0.3971114659
478	0.397027621
479	0.396939345
480	0.3968565634
481	0.396781554
482	0.3967047037
483	0.3966234788
484	0.3965481231
485	0.3964726222
486	0.3963898199
487	0.3963092579
488	0.3962348827
489	0.3961632161
490	0.3960854922
491	0.3959920788
492	0.3959142782
493	0.3958359661
494	0.3957569931
495	0.3956832342
496	0.395611826
497	0.3955206613
498	0.3954367231
499	0.3953547586
500	0.3952755646
501	0.3952000567
502	0.3951218045
503	0.3950401758
504	0.3949615133
505	0.3948710353
506	0.3947984443
507	0.3947159136
508	0.3946383159
509	0.3945634041
510	0.3944947256
511	0.3944185511
512	0.3943456718
513	0.3942741773
514	0.3941949322
515	0.3941253308
516	0.3940420037
517	0.3939924531
518	0.3939205207
519	0.3938437372
520	0.3937607571
521	0.3936823538
522	0.3936060142
523	0.3935295031
524	0.393461225
525	0.3933860176
526	0.3933104
527	0.3932324491
528	0.3931622334
529	0.3930985604
530	0.3930203171
531	0.3929566699
532	0.3928845303
533	0.3928170665
534	0.3927415342
535	0.3926745216
536	0.3926126332
537	0.392542632
538	0.3924649702
539	0.3923919635
540	0.3923071789
541	0.3922397966
542	0.3921627067
543	0.3920964294
544	0.3920088916
545	0.3919281241
546	0.3918518597
547	0.3917738599
548	0.3917031581
549	0.391627444
550	0.3915499089
551	0.3914739218
552	0.3913968633
553	0.391325668
554	0.3912549918
555	0.3911876893
556	0.3911077182
557	0.3910299884
558	0.3909583016
559	0.3908885073
560	0.3908172801
561	0.3907406809
562	0.3906676626
563	0.390598464
564	0.390525371
565	0.3904488351
566	0.3903789168
567	0.3902929732
568	0.3902243356
569	0.3901629555
570	0.3900864935
571	0.3900221027
572	0.3899472976
573	0.3898816158
574	0.3898090233
575	0.3897371403
576	0.3896732947
577	0.3896063227
578	0.3895349178
579	0.3894648542
580	0.3893868099
581	0.3893170163
582	0.3892792479
583	0.3892173428
584	0.3891565388
585	0.389078575
586	0.3890166471
587	0.3889419449
588	0.3888659868
589	0.3887861104
590	0.3887150639
591	0.3886367038
592	0.3885606536
593	0.3884904498
594	0.3884247253
595	0.3883526152
596	0.3882782032
597	0.3882079288
598	0.3881298476
599	0.3880674976
600	0.3880039765
601	0.3879396065
602	0.387873519
603	0.3877949179
604	0.3877179996
605	0.3876434507
606	0.3875832852
607	0.3875162123
608	0.3874406774
609	0.3873668102
610	0.3873140459
611	0.3872497679
612	0.3871658296
613	0.3870975331
614	0.3870305176
615	0.3869577765
616	0.386883678
617	0.3868163216
618	0.3867535543
619	0.3866792624
620	0.3866190028
621	0.38655519
622	0.3864905065
623	0.386447347
624	0.3863679383
625	0.3863115953
626	0.3862531367
627	0.3861945917
628	0.3861179666
629	0.3860500889
630	0.3859745743
631	0.3859299324
632	0.3858673916
633	0.3858019085
634	0.3857293541
635	0.3856628791
636	0.3855891484
637	0.3855183753
638	0.3854455652
639	0.3853816582
640	0.3853137422
641	0.38523434
642	0.3851713776
643	0.3850975438
644	0.3850307797
645	0.3849630818
646	0.3848870484
647	0.3848236774
648	0.3847655637
649	0.3846984918
650	0.3846384564
651	0.3845605415
652	0.3844928567
653	0.3844333591
654	0.3843696975
655	0.3842931847
656	0.3842300647
657	0.384165456
658	0.3840990112
659	0.3840393697
660	0.3839768262
661	0.3839095535
662	0.383842179
663	0.3837781453
664	0.3837203907
665	0.3836551475
666	0.3835798829
667	0.3835197969
668	0.3834556224
669	0.3833891649
670	0.3833106835
671	0.3832397828
672	0.383172891
673	0.383092088
674	0.3830315596
675	0.382967364
676	0.3828963372
677	0.3828227161
678	0.38275951
679	0.3826922015
680	0.3826260983
681	0.382560609
682	0.3824942074
683	0.3824291949
684	0.3823524636
685	0.3822932794
686	0.3822214336
687	0.3821558626
688	0.3820866524
689	0.3820236921
690	0.3819674712
691	0.3819148799
692	0.3818565553
693	0.381793295
694	0.3817287819
695	0.3816574463
696	0.3815896404
697	0.3815198759
698	0.3814571253
699	0.3813891041
700	0.3813189604
701	0.3812535186
702	0.3811861417
703	0.3811204994
704	0.381053494
705	0.3809783225
706	0.3809139476
707	0.3808420192
708	0.3807655153
709	0.3806976417
710	0.3806262724
711	0.3805645495
712	0.3805001957
713	0.3804455822
714	0.3803750173
715	0.380319874
716	0.380249842
717	0.3801854269
718	0.380120041
719	0.3800667104
720	0.3800077424
721	0.3799393022
722	0.3798753715
723	0.379826289
724	0.3797688016
725	0.3797006581
726	0.3796346153
727	0.3795778273
728	0.3794999675
729	0.3794377242
730	0.379367321
731	0.3793071761
732	0.3792498541
733	0.3791812179
734	0.3791247613
735	0.3790643998
736	0.3789935928
737	0.3789365908
738	0.3788660723
739	0.3787968498
740	0.3787346179
741	0.3786722753
742	0.3786102165
743	0.3785461474
744	0.3784769036
745	0.3784069111
746	0.3783540247
747	0.3782956278
748	0.3782280658
749	0.3781584072
750	0.3780929595
751	0.3780291763
752	0.3779653387
753	0.3779136004
754	0.3778486077
755	0.3777829823
756	0.3777271812
757	0.3776672058
758	0.377620558
759	0.3775546987
760	0.3774890871
761	0.3774391073
762	0.3773834723
763	0.3773205961
764	0.377264872
765	0.3772035907
766	0.3771437599
767	0.3770818466
768	0.3770183633
769	0.3769583912
770	0.3768973307
771	0.3768284536
772	0.3767662209
773	0.3767031843
774	0.3766337611
775	0.3765704391
776	0.3765100669
777	0.3764650156
778	0.3763924937
779	0.3763200605
780	0.37626533
781	0.3762084638
782	0.3761588488
783	0.3760907328
784	0.3760298818
785	0.3759699552
786	0.3759067453
787	0.3758516965
788	0.3757851584
789	0.3757246881
790	0.3756679129
791	0.3755965457
792	0.3755461184
793	0.3754753641
794	0.3754141511
795	0.3753552869
796	0.3752909117
797	0.3752251942
798	0.3751604082
799	0.3750959931
800	0.3750287552
801	0.3749762528
802	0.3749189843
803	0.3748600405
804	0.3748016945
805	0.3747512686
806	0.374681723
807	0.3746135514
808	0.3745525982
809	0.3744866921
810	0.3744259249
811	0.3743713556
812	0.3742981482
813	0.3742423391
814	0.3741780303
815	0.3741129369
816	0.37406135
817	0.3740066107
818	0.3739586523
819	0.3738945378
820	0.3738313959
821	0.3737628352
822	0.3737090094
823	0.3736441176
824	0.3735785105
825	0.3735165648
826	0.3734568965
827	0.3734024362
828	0.3733363191
829	0.373297031
830	0.3732413182
831	0.3731752653
832	0.3731134655
833	0.3730590138
834	0.3730007942
835	0.3729372236
836	0.3728797022
837	0.3728190677
838	0.3727479098
839	0.3726878538
840	0.372624144
841	0.3725583959
842	0.3724950093
843	0.3724313099
844	0.3723730366
845	0.3723245541
846	0.3722648551
847	0.3722028271
848	0.3721511254
849	0.3720792652
850	0.3720192423
851	0.3719550205
852	0.3718961388
853	0.3718300293
854	0.3717677647
855	0.3717113803
856	0.3716446728
857	0.3715729371
858	0.3715118236
859	0.3714507674
860	0.3713940976
861	0.3713317852
862	0.3712718657
863	0.3712063332
864	0.3711480249
865	0.3710954768
866	0.3710370275
867	0.3709839438
868	0.3709166226
869	0.3708587208
870	0.3708044404
871	0.3707551734
872	0.3707017597
873	0.3706430621
874	0.3705931435
875	0.3705451762
876	0.3704947303
877	0.370443435
878	0.3703824475
879	0.3703399503
880	0.3702806173
881	0.3702318525
882	0.3701733929
883	0.3701175264
884	0.3700525755
885	0.3699955331
886	0.3699308064
887	0.3698639737
888	0.3698006353
889	0.3697354887
890	0.3696620598
891	0.3696232886
892	0.3695575368
893	0.3695078662
894	0.3694506263
895	0.3693874749
896	0.3693263474
897	0.3692704384
898	0.3692103851
899	0.3691565727
900	0.3691045946
901	0.3690428783
902	0.3689906304
903	0.3689272111
904	0.3688703707
905	0.3688040572
906	0.3687339489
907	0.3686755159
908	0.3686213512
909	0.3685671232
910	0.3685162369
911	0.368460973
912	0.3684047299
913	0.3683410219
914	0.3682770182
915	0.3682144302
916	0.3681543012
917	0.3680934207
918	0.3680362616
919	0.3679816998
920	0.3679271086
921	0.3678590571
922	0.3678070272
923	0.3677484964
924	0.3676847894
925	0.3676421092
926	0.367584108
927	0.3675197574
928	0.3674633736
929	0.3674011415
930	0.3673462751
931	0.3672826224
932	0.3672256857
933	0.3671797951
934	0.3671279736
935	0.3670677608
936	0.367013123
937	0.3669529646
938	0.3669039798
939	0.3668603003
940	0.366809533
941	0.3667589315
942	0.3667155316
943	0.3666647572
944	0.3666095893
945	0.3665490088
946	0.3665080195
947	0.3664465908
948	0.366384701
949	0.3663414739
950	0.3662805991
951	0.3662260778
952	0.3661622383
953	0.3661054252
954	0.366056016
955	0.3659914318
956	0.3659353897
957	0.3658733346
958	0.365813831
959	0.3657593405
960	0.3657044291
961	0.3656559547
962	0.3655946078
963	0.3655385657
964	0.3654807865
965	0.3654230861
966	0.3653651727
967	0.365308201
968	0.3652541465
969	0.3652026848
970	0.365144336
971	0.3650994857
972	0.3650429463
973	0.3649713255
974	0.3649061722
975	0.3648562432
976	0.3648084205
977	0.3647538962
978	0.3647090617
979	0.3646614597
980	0.3646047304
981	0.3645514183
982	0.3644922823
983	0.3644534082
984	0.3644007232
985	0.3643375124
986	0.3642746585
987	0.3642193355
988	0.3641742468
989	0.364130939
990	0.3640851835
991	0.3640303304
992	0.363986246
993	0.3639318116
994	0.3638638307
995	0.3638021195
996	0.3637569647
997	0.3636994839
998	0.363636424
999	0.363580201
